0,1,2,3,4,5,6,7,8,9,10
3249,12706,3082,11433,13068,18597,2479,4177,15963,17595,9177
22397,22539,4002,17510,16194,15559,8635,11344,15775,15230,4822
20361,21053,1758,13808,13521,614,12149,22846,10045,13315,3504
15005,5613,15820,13472,7252,2920,11648,11659,12763,1284,10330
11032,18174,1858,19472,2180,13282,6930,4918,10157,15627,5055
15517,17185,15489,19093,18572,20512,7065,19025,22028,6679,10979
4031,2061,18315,20300,4634,17859,13046,5786,14535,4253,8605
19060,9256,1149,7100,16066,754,1803,12218,3241,13828,22767
2605,16092,18876,19374,15720,17132,16290,18380,9974,6861,19807
21822,12999,9029,5801,20845,21225,18655,1189,13229,21753,15252
2893,21303,22914,17442,20068,8742,4755,5972,7251,18359,5363
1325,1262,3460,3909,21914,20115,2621,12478,15663,19233,2628
2369,15165,20865,1613,4283,9195,4444,17523,4181,20159,1842
10650,5170,10542,6744,15312,14553,17140,15525,18443,7481,7778
8420,21554,11989,4834,4261,11546,13740,23207,1428,3293,11849
4652,21421,7148,11471,1247,3526,14895,13923,9138,14396,6366
12882,2381,8942,2673,13810,2087,1310,5611,22415,9147,8050
3798,8190,14013,1873,20066,7085,16666,15120,399,3113,9992
3368,23056,22555,6404,957,6293,19358,2458,12263,14385,14154
22983,17814,4120,22885,6811,4073,6489,7754,14082,4224,12913
4539,17322,11924,13658,16050,16967,12517,19070,6543,13431,2563
1322,7135,13893,12896,5859,19697,19137,2915,21981,14951,448
19472,11032,1710,10157,15625,183,18174,15467,9824,13282,1858
4010,8433,8286,8709,13467,12829,20368,15861,8923,925,12925
22546,9139,10241,11011,2869,438,7746,11633,6093,22621,8575
16311,3988,16452,14949,22149,10481,2293,8181,3378,12403,17240
2661,19290,5573,10155,343,9883,14937,11957,17319,7167,2223
15165,20865,17037,14826,21894,4444,1613,12385,12565,22778,14894
14788,16330,13522,19096,6007,160,4776,14468,7722,3340,18307
9438,938,4154,1071,10793,22066,5763,8264,3499,9359,3422
20931,14949,16764,12398,10481,17240,22149,8181,16311,17920,16452
5083,12875,6526,20059,12653,525,5912,6290,14764,4579,8063
22312,2602,12928,13062,5996,8369,3673,10931,21547,17193,1216
11825,696,16461,3124,20909,3565,15463,5004,6372,15544,7377
8181,16452,2293,10481,8227,19672,16311,5630,22187,2514,9103
3978,19423,3977,1678,17609,1021,15286,17529,16271,503,2761
571,15165,12385,20865,20159,4440,4444,14894,2369,1613,22501
22197,19025,8591,6170,2000,6679,1010,890,574,19272,1434
390,5312,9870,4707,6020,8098,6370,13444,15450,7215,13635
14651,10780,13560,13025,4015,7670,22912,9282,15984,17102,20223
21182,13590,2621,3909,1325,21914,19233,9668,12478,14343,3460
12430,8659,10297,21764,7980,22393,7512,6577,6878,7719,6065
6552,4012,5536,13431,4539,19603,10729,19070,11924,16967,16123
3547,7893,19826,2139,15216,16152,7999,17466,10565,16169,22186
17833,3120,19036,2056,6696,14475,18388,19908,2618,10247,3084
3416,13512,8939,19881,9406,3964,2722,8351,5019,12326,22683
6025,5116,22086,1151,7949,11764,13481,6674,16577,4329,12899
19276,1776,7845,9785,16954,19729,10132,17381,9455,4831,21558
14198,22131,14166,14900,14957,4128,13457,15603,177,16531,10621
1013,14708,13398,10075,13122,13876,22961,19528,10804,10981,20509
16545,14321,9414,19632,11425,22587,3896,22400,286,5184,16589
4482,18083,3543,17613,12,6809,3,5059,15893,657,18014
7503,13891,12517,19070,17322,16967,11924,2248,13431,6552,5536
8782,9605,17669,9251,21782,4390,15247,18372,12566,5757,20057
9508,22848,20988,18636,2742,7718,18604,16107,13397,13095,12435
5930,17515,19772,10004,18467,21555,22894,5095,12354,15007,20703
9763,10578,18771,22765,13012,22078,20704,8128,18050,14250,9559
6577,8659,6065,22393,21764,7719,10297,16365,19344,7512,12414
2490,8528,22206,10747,10813,1454,386,17364,1112,10375,1232
11453,12518,15528,15939,22576,3342,1548,13258,9900,22154,5287
5255,18117,17984,14635,20784,8152,424,13299,13573,18244,11148
138,18683,21408,3129,985,17793,13545,159,13555,6266,18977
16107,2742,15482,18604,11911,13963,15386,6208,13095,22848,18636
8578,21380,3739,4507,3601,4633,8414,20765,23027,6187,14426
13159,3577,7582,5337,2386,15350,17726,17187,21613,18363,8564
1013,13398,4751,14708,13876,9119,7808,13466,19528,13122,10981
6552,19070,16967,4012,20700,6315,16123,12517,11924,13431,2563
16315,21149,5101,1485,22987,2938,14937,21703,2181,6813,3321
7850,16617,19616,5372,1751,10126,16159,14345,5445,2901,8808
5160,15193,8778,10924,22713,17682,20638,14178,1633,15634,2980
13826,23081,10458,4376,14239,8355,21821,18339,9200,19846,19530
22071,19178,19397,285,20910,10717,20834,11098,17110,20265,20112
11507,5560,8877,9559,18771,22765,20704,21706,13453,18050,13713
17010,8286,8709,4362,4548,8433,11139,8923,20368,13467,17039
2657,13045,11937,1377,4008,11884,9519,19844,20857,3075,20602
7191,11747,4261,21554,4834,9392,11989,11546,5593,1428,16579
5160,14178,3683,17682,20425,20638,8778,15634,1633,15193,6313
11883,14517,9430,5940,22154,2482,3342,5287,5296,15528,11814
10849,2807,3516,16330,2476,6007,2662,1193,14027,13522,19096
22777,8448,17132,16888,9853,2605,12533,16290,9974,5587,8798
23139,20538,12826,21350,12980,13127,8768,19142,4452,10343,21312
15820,15014,1284,12763,10330,5613,15133,13472,20179,22648,14375
13599,4594,2979,19070,4505,231,6543,10814,5536,6315,6115
3923,17235,12058,12837,14155,22518,7702,15332,16814,8550,19378
11999,19121,20097,15615,3492,3658,576,12571,20521,15666,17937
6884,14126,22652,11066,9430,2491,10993,20031,14766,11417,19224
9445,11397,15173,1456,23012,4047,9262,8231,19952,21679,7199
9898,15867,19966,13575,4966,20243,22407,9593,4063,3157,12717
17969,2797,17836,12573,9130,4698,8204,8736,23157,34,2974
101,20366,19167,23218,8723,3630,4991,18,3233,19235,17624
12499,15672,6162,7907,4209,19644,4165,19432,11832,8403,20098
3867,6372,696,16461,17959,15544,8185,20909,17333,11825,7377
9567,22769,8010,16840,17643,5616,15245,3175,19501,738,6713
16304,5300,21116,22687,18109,3244,1254,19115,10507,1930,17630
4576,14314,22309,17328,23071,709,60,22676,5957,21008,702
22470,13177,1490,5908,3463,5403,7725,52,4560,20532,226
14628,2975,2861,20233,15967,6481,22464,6501,3173,19144,18794
3227,9888,2683,705,17068,10775,16269,3083,15250,8516,18321
7758,6982,9069,20328,8383,16482,11886,20927,3361,10848,15827
13034,2804,6078,5968,5886,8945,7595,3308,691,13302,11415
15699,2743,14877,22104,9040,1512,16119,22511,18383,4197,12618
1569,2402,19411,15344,23206,19668,20282,11607,13244,3822,3773
9704,7911,7876,8088,3183,17638,9469,10070,8791,14586,17038
7579,17711,16708,15023,12092,4121,16748,16299,21371,8268,15638
12955,4467,2844,21101,6556,6099,9194,19360,2936,10538,11084
3909,15441,1325,10436,3127,3460,9668,18545,2621,14557,2746
8158,20704,8128,9559,8877,5688,9763,13713,230,18602,18771
19156,19351,17863,17795,4462,11090,21287,19747,10564,16063,20659
10607,12969,20068,3087,8742,7251,17442,5375,4755,7179,6937
14660,7307,22736,7710,17122,5123,13850,13446,3327,22943,9
12210,2653,17009,7126,19901,21977,15846,15619,10067,10600,21741
10809,11532,15220,18802,13363,21813,18138,3544,4853,6564,15682
22573,20348,11801,8506,2594,6903,12139,8534,18609,20592,14861
14992,17025,11819,21048,20695,7232,17102,14369,1707,13607,11629
21651,10388,2907,4190,18646,16460,16067,20470,21767,19855,11866
16886,844,10144,3369,21406,5606,8095,14016,21250,5416,2297
5790,17561,9124,4070,6168,5269,18129,20005,17900,13973,6732
20089,5992,7900,18336,11113,10795,1891,4345,12889,18078,23099
15265,3823,8651,1148,658,13305,7699,22252,922,13149,11233
6222,8335,12815,8252,15069,11204,5452,21780,13317,19743,18345
15325,1212,8345,11701,12171,22118,13320,1627,1933,9488,2645
20406,20691,6422,21308,19119,19025,21565,5431,13326,5603,16679
10712,16511,1160,16951,10509,7806,22391,19933,11552,3482,3990
8259,19572,20122,8458,16168,2338,18018,17950,4643,13499,12336
1013,13398,13876,14708,8438,10804,16945,20509,13785,10981,7808
13645,20433,22058,14119,3711,18367,1895,474,10233,5277,9116
6162,12463,7907,14442,4209,19644,22210,8403,5253,4165,4169
12955,21101,9194,2936,5718,17514,16985,2844,11084,19360,7602
9941,17785,14717,18641,18239,6185,6630,15502,20516,11485,18444
4668,11362,15625,18174,21433,1710,21577,4918,1858,18829,10157
18153,2290,1705,7081,12899,14584,14535,17829,3755,22965,4634
20237,17214,23038,22480,8785,15780,17489,2825,11150,3922,6516
14392,1032,2057,13943,6033,15820,11396,4253,23145,12454,20765
11362,10157,18174,10642,11032,15625,4918,13282,1858,5161,16464
18604,18636,20710,13963,2742,12435,22848,11911,15386,9508,15482
3082,1761,19050,5289,4177,12706,13268,17595,18979,11433,13068
16360,20425,13424,18208,20638,7952,5160,15193,17682,14178,15634
8298,5536,16123,9799,6552,6315,3598,6543,18764,14434,19070
13752,11932,22112,13675,13532,16164,7681,17247,2487,16536,7847
15070,12430,6577,7719,6065,10297,6878,22393,21764,13167,4
19085,15745,5610,14190,7305,2230,5592,5873,20015,10282,18021
15559,22539,15775,16194,4822,17510,639,4002,20748,21826,13490
14745,19980,17448,2896,12943,9636,270,484,17578,11342,19827
17984,14616,18244,13299,5255,14975,11337,17444,15372,2956,20784
20947,6552,19070,14545,13431,8760,4539,11924,10729,4012,16967
3342,15528,19217,1686,11814,15939,7878,22154,18342,18738,13258
15872,5125,20143,19025,15202,16679,16088,7598,7922,6679,5932
8252,21780,15069,5986,8335,18345,6222,8052,12815,18199,11204
19119,19025,3838,20009,21565,6827,19272,21308,16088,21948,6170
3075,13045,2657,9264,12447,19844,20857,13055,4008,11937,21470
12361,5247,9368,15528,13316,2415,19278,22446,5287,18630,15939
1628,14083,8244,14414,11827,4531,17121,11569,16622,15054,16285
9901,11695,7253,14550,3682,21340,9684,3322,18419,1999,14228
14980,3791,8255,2037,14348,2631,22904,21928,3450,5232,5206
3665,12997,12549,20833,1483,7178,22113,9718,6635,11761,1655
19346,3503,8178,13251,11593,4167,3192,1868,2839,18265,21717
10102,22148,10612,14258,15108,10171,17599,10942,5811,2582,1284
11851,2063,12740,10142,14441,13846,19135,5955,5765,21909,15547
716,9932,11430,21940,5942,6456,22247,18037,20612,11247,20449
6577,12430,22393,8145,7308,21764,6065,7512,19064,7719,19344
252,2605,17132,18876,16739,16290,13571,5693,16092,6861,2836
13066,7965,19062,4327,13096,6551,11059,12635,19713,725,2578
5160,18120,23082,14178,20638,8778,17682,18123,2848,15634,6313
3984,15623,7598,6679,19119,7342,19025,73,6506,7777,6170
4607,11434,531,12151,20769,11453,3431,18506,4961,8546,14937
17978,4997,18569,11813,22833,7496,7422,9958,11000,13747,2452
21528,20952,8414,11986,14450,22602,23027,1140,14481,2001,22747
14134,19278,18898,189,2415,16309,3342,22154,1548,15528,13822
17977,21545,18689,13917,3495,9201,18911,22581,22014,15222,9991
3377,10418,15330,6039,18065,3180,21663,9020,22544,19116,8166
407,10566,14777,14669,6833,21947,21883,12154,22856,14482,18064
2325,12645,18393,1855,16341,7271,13780,7716,15642,12121,16150
22510,6176,18894,6311,22054,20309,3522,360,23070,2469,21615
9191,19998,8829,3887,15248,10082,15558,18610,13682,12019,148
2602,12405,22312,1216,5996,3673,10931,1034,21547,17193,580
22987,15961,21149,3321,17817,21254,18169,22817,2938,18966,19805
3665,22113,12997,1655,6635,7178,10478,12527,1483,20833,8525
22914,19589,8742,4755,20068,17442,15953,23183,7179,12676,6937
18846,20915,923,6025,10637,19079,9296,20240,6674,12781,11468
18219,15325,12558,22118,7090,1627,2516,9488,7438,12171,2645
14717,9941,20516,18641,22598,16428,6630,12501,5477,6434,17785
10427,146,14940,11551,18841,13037,2144,18884,9181,4153,22025
3841,18370,7634,14756,3229,10027,20603,17997,5489,18506,16472
1266,21704,6619,15389,2261,5260,13704,9781,12778,849,4546
17727,14402,19998,4036,3887,15558,148,18610,8829,8682,12019
15325,22118,12552,12171,9488,8345,11701,1627,1933,13320,2645
14774,21911,9390,3850,7170,9081,19660,11346,871,9577,21377
2315,16545,7046,12342,14321,13185,7114,3896,19324,23088,16589
20849,16396,397,5486,22060,21363,8663,1131,18978,19857,5771
17709,3082,12706,11433,17595,13068,18597,2479,20883,1416,4177
3449,6398,582,17923,17844,15602,21336,789,375,6800,14054
22544,15330,10418,9020,18065,8166,2757,6039,21663,10349,5648
15165,2369,17037,20865,11639,17523,9195,19280,12385,1613,22778
15247,8782,17669,9605,18372,21782,21471,8680,9251,5757,1869
23059,1088,11845,3944,14208,5168,8929,9709,19365,8325,22333
12161,19818,20399,12570,10435,18855,14137,5902,2239,9246,1866
1481,19075,21093,5778,21902,7260,5791,11523,13955,21831,3141
10435,20399,9443,14137,9352,1866,2239,19883,1185,16570,1244
13977,20521,10003,15394,576,4814,12869,12631,9085,19121,17277
3622,5290,12017,17463,18141,4708,12722,8188,16193,5812,10307
17836,9130,2797,8736,2974,17969,8204,17791,4698,105,11473
5908,20810,4560,3463,17550,52,2918,7725,5403,20532,226
4802,5187,9452,7217,20207,11740,20586,16920,9316,22761,208
5763,22066,10793,14490,9438,1064,8264,19455,16925,22563,2561
22104,11212,4197,14877,9040,18383,7822,6207,9591,15873,2743
13752,11987,13675,13532,11932,16164,17247,7681,16536,7847,12236
20046,22281,14917,12866,3274,19421,9646,14261,16888,15820,579
16088,19119,19565,19025,12192,6679,18280,5431,21740,18355,19272
21059,5805,20412,8888,6241,16179,20840,7180,4759,22653,14541
8286,16710,8709,8433,12829,14056,4548,20368,925,8923,13467
5475,3868,1040,2885,1593,12279,6897,9852,1700,11274,4486
702,8814,17328,1870,22309,6362,14314,1745,23071,709,22676
17669,8782,18372,9605,9251,15247,21471,12566,20978,8680,1869
16994,14386,1921,5461,9843,1845,18314,5514,4223,17764,10520
4423,11465,13287,16364,10663,18687,8340,185,349,12965,7661
1790,2340,15586,22998,20580,11837,10784,6390,8504,7474,7528
730,13576,15368,10509,1160,12732,3482,16951,22391,20916,19933
8375,15985,12825,11546,19906,1428,4834,23207,10218,3293,13740
2596,9574,22928,18668,1088,1350,18881,14680,5168,21715,8099
12253,5153,19126,14460,21694,10864,4828,7270,20413,21759,538
14643,16844,2792,6334,6633,2113,15676,21426,4249,8700,4330
2998,16311,16452,20228,10481,8181,7560,19672,4623,10875,5630
2976,17606,17120,4557,17222,17234,15998,1214,20914,14143,17930
14688,17421,6162,4209,7907,16030,19644,13877,5938,8403,20098
21601,13998,21361,7837,22201,9878,13871,16211,8315,22026,81
2864,22393,6577,13874,20944,12430,6065,21764,7512,12532,5585
18531,9173,11166,3271,22651,17865,545,4603,15031,15820,5950
5884,20975,11167,21050,3135,23018,2441,7662,955,2040,19429
5720,10311,4186,11979,20110,7575,15040,7937,14102,19846,19530
22210,6162,7907,19644,14442,8403,4209,21325,17602,4169,19432
16821,21706,20704,9559,11186,10926,8877,22765,8128,9763,18771
500,4665,21400,3632,15793,22994,22092,13137,3201,18095,3723
19114,10979,19025,6679,21758,7614,10493,20512,8725,15686,574
18954,12023,15115,7432,6607,8348,4072,3390,18635,17406,20085
3902,10008,4476,21787,4182,11120,1033,1282,14876,19112,8112
136,6297,6005,8196,15934,997,11073,13830,20719,22079,5506
22912,1707,17025,21048,18747,945,7232,10780,15984,20859,4015
1137,5006,22183,11069,18176,17356,18871,14346,7029,15456,20836
1079,18218,15847,18001,10477,15241,8843,17113,19406,2432,15799
20143,6679,21984,19025,16088,7598,574,22028,19119,73,10749
12198,1718,11606,10605,2642,21290,6435,14260,20487,18946,23074
8181,16311,10481,16452,2293,4623,19672,22236,5630,4766,15798
3050,20238,576,20521,17277,12571,19367,19121,10003,12869,2542
10813,22206,1232,12431,9217,2490,1112,386,1454,18491,17051
1244,10435,16447,2239,14137,12568,12161,18855,20399,1866,9246
4197,9040,9725,2743,9875,14877,1058,15699,22104,428,16119
18865,5015,10425,19661,8002,3901,19640,16559,1060,15503,2387
19980,12943,17448,17578,9636,270,484,20082,1181,11848,4760
1223,2621,18201,3909,1325,21914,13590,19814,3460,12478,19233
16819,3358,22367,14594,12807,9930,3745,8734,887,14156,39
22676,702,6362,12802,17328,22309,60,8814,709,20897,23071
5680,11468,19863,9066,22964,1151,18778,11764,6025,6674,13481
2722,10328,11615,8939,6452,17006,19881,3964,9629,4003,3416
10780,20331,14651,17102,945,11629,7670,23024,21690,17025,11918
11175,3153,1535,18416,11262,13551,20925,2025,2989,11127,16734
6607,2703,12023,15115,18954,7314,1126,6224,7432,2358,8348
23027,14481,17774,18288,8414,17649,19900,14597,3739,20765,10720
22850,8359,8406,16787,9290,1097,1657,19303,23145,15820,17775
12571,576,12869,10003,15399,17937,20521,16634,4814,17277,8716
16241,7965,2578,12635,6551,19062,11059,13066,22386,725,19713
14811,4652,21421,9138,5515,802,12388,12108,11471,14895,13923
1691,1737,4719,3149,8973,14601,7447,11571,8502,22441,6559
7965,19062,13066,2578,6551,13096,16241,11059,4327,725,19713
16617,8808,7850,20696,19616,2901,5372,10126,1751,5445,18378
7027,21264,2249,2531,13764,4547,15774,684,18207,1197,19709
17025,6134,10135,20105,11486,20695,1707,14651,17102,15984,9282
3823,8651,7521,7391,1148,13305,12707,20047,23195,16856,658
10418,15330,12542,8166,20056,5366,18065,6039,3180,5648,22720
12724,10486,17209,23138,2468,13380,2273,9060,18289,8971,4922
22676,4706,702,12662,12584,8814,3704,11543,10668,22309,17938
7595,13302,6078,2804,13034,691,5968,3308,11875,12472,2540
17677,15365,1094,5908,2918,20132,4560,17747,9886,5403,1770
2325,1855,18393,12544,7271,16341,13780,7716,23145,15820,1049
18333,3755,13481,5308,22403,6674,3255,7949,1151,4634,5090
15325,1798,11701,12171,1933,8345,1627,17315,9488,12552,13320
5470,4768,8552,19476,16586,6242,19513,20679,20930,10150,7752
12216,2451,20089,5992,11113,7462,12889,7900,9278,23099,15650
440,10863,21162,1808,9423,6513,18506,7030,2415,5678,19583
20339,8829,15248,3887,19998,15558,11083,21581,3888,12019,18610
3495,22014,9201,12541,17977,21545,13917,23025,12229,12727,17548
14764,6526,8063,525,4579,5912,20059,4106,9263,4940,7368
1707,355,17102,15984,10780,7670,17025,11918,14651,22733,15951
5872,17439,11198,572,21631,351,20552,11958,1093,11094,1360
10505,22802,10708,21820,6519,22138,15813,9434,14458,17753,20236
8861,11597,18735,16112,10824,1171,21583,7177,14238,10199,8989
437,16813,16730,8856,9201,20175,12229,21545,3495,17729,12727
3868,5475,6897,1700,1593,7667,1040,19377,12952,2885,16295
19726,17477,3345,1786,11170,13217,21316,10324,5200,18843,15118
2015,7835,2726,22303,20193,18681,20018,19907,9665,11684,21803
702,1354,17328,12584,709,22309,8814,6362,13410,17502,3704
9901,11695,14709,1999,18419,7253,21340,14550,3322,9684,3682
15920,9131,16285,14414,14850,11569,9871,19208,1865,11827,21942
22242,12945,18606,13098,15073,18989,3513,11957,5311,15550,11453
1160,19933,16951,10509,12892,7806,18486,16511,18766,23052,22391
18745,3342,18342,19278,8674,11814,189,22154,15528,13258,5287
20764,18652,12758,19547,19181,2383,3470,14045,13408,14254,20298
11379,2917,9700,21023,5754,7520,4142,4221,7011,21118,9951
15568,4978,21512,14572,16108,6741,19147,16906,7639,3986,15706
8020,20021,14594,20292,20874,12807,3358,887,14603,3745,9930
10695,8433,8286,13467,15861,3066,4362,8709,8923,925,12829
15453,21196,669,303,62,21646,17028,931,2322,13206,9018
12983,21941,14872,7851,3783,6159,22911,14171,3903,19567,20560
702,709,17328,22676,22309,20897,23071,16042,60,14522,17479
11589,4755,20068,17442,6791,8742,1696,1303,5363,22639,7179
17240,14012,6604,21814,15798,8181,5166,7221,22187,1951,9856
20428,3607,18096,579,5946,21202,12144,13719,7533,8226,5433
5790,13093,6168,4070,6732,17561,14397,9124,19363,17900,6826
9086,10190,15093,20372,13002,22396,22168,4260,17912,6793,8772
8554,20114,11222,18954,12023,15115,22453,6224,4770,9515,3390
8712,10953,8858,14096,3883,18456,19044,5428,16407,14529,15396
5803,1465,18765,2554,11246,12933,18738,232,4855,16786,2530
19768,14812,17186,1440,21783,12237,20476,15569,2502,9288,16782
16149,16355,21748,14785,17049,17621,6271,7712,23145,14128,9309
13283,66,2832,715,12835,6836,1772,11447,7000,21245,14552
500,21400,3632,4665,22994,15793,13137,3723,12883,22092,6755
4197,2991,9040,14877,9381,15699,22104,9875,2743,1058,428
14215,12747,7037,4225,17478,4229,6239,20454,3256,17694,13534
6390,5654,4178,10784,2340,19074,8504,21841,22998,1790,4338
3897,11871,6869,16093,13311,17345,4446,12040,8906,9110,3784
13583,1269,21398,8887,15820,22940,22947,2132,13976,23145,6146
2649,9861,11535,5510,8984,8449,11239,1976,7325,9063,18618
16310,21094,1906,22453,1491,7432,5984,10295,12023,9970,18954
6455,13355,12706,6997,20883,11433,3082,4251,19242,2479,4177
15687,3368,23056,18514,19578,465,14154,4293,144,6293,8634
14321,18961,16545,6764,21589,6628,3896,19632,22587,7046,16589
2548,10953,19044,5991,15725,1667,3729,18456,19004,22819,11903
337,16959,696,7377,17333,16461,6372,10750,20909,15544,6363
8064,17799,47,8094,2909,12828,4588,15053,13215,15030,8967
16496,15056,11721,4520,15276,1151,1357,11561,17172,7387,5116
8658,6044,19735,6625,4033,1069,7219,10227,18329,14647,3387
22676,702,17328,23071,22309,11411,6056,709,5957,20897,1870
9775,4242,8264,19455,21855,3499,7198,5763,10793,708,4154
4012,10290,6552,924,8760,22932,21146,12517,16123,15393,20700
3082,2479,17595,13355,11433,13068,4177,1416,6926,20194,20883
3823,8651,16856,13305,922,13149,658,1148,242,5305,7521
18216,22447,14974,16275,2833,18703,1534,8882,2035,7489,1172
14774,16513,21911,1860,11346,871,29,9149,21793,20685,8260
19988,11549,6743,17850,8625,2396,13732,9140,2415,16651,20275
8151,14758,16599,8035,2969,13428,4809,15831,50,983,20644
1562,2897,22709,10927,20780,2443,17714,18310,4243,5390,10890
753,17602,7907,8640,5950,19644,6162,15297,5253,16767,21325
14659,7743,11859,3371,20940,7504,3428,18252,4400,1473,17391
15954,16957,14339,9032,13131,20680,4333,886,21311,18203,10036
6846,934,15335,20504,898,11260,4818,14476,7250,2681,527
16850,3157,15867,4966,13575,19966,9593,16400,14107,18851,7218
9704,7876,8088,12475,9469,14586,17638,3183,7911,1970,19297
5272,20704,9559,8877,14352,21706,18050,11507,14250,21865,11186
4433,11207,3733,19087,5489,10541,20603,2415,8303,7294,22542
16573,13993,1114,13155,16461,696,19301,19055,11825,3124,6372
4708,5290,17463,12017,12572,5522,3622,16193,9854,18141,14224
18284,18633,19084,8199,23215,1101,20603,9969,11453,22817,10541
2468,4922,1388,10486,4604,18022,20040,13380,17209,18168,10832
4802,11740,5525,7217,20207,17884,9452,5187,15561,16920,9316
14660,7710,22943,5123,13850,17122,13446,22736,3327,12303,11245
17977,19134,22014,13917,12541,18911,15031,21545,3495,6083,16730
5403,52,3463,5908,13116,4560,17550,7725,20132,4147,1770
769,18499,842,10780,17025,21048,7232,1707,17102,9282,945
3964,2722,8939,13512,10243,10159,6452,17006,3416,1271,14425
17230,4129,809,5684,10225,5499,9652,18729,22854,8818,16253
22391,10509,15098,1160,8539,3482,18766,16624,20916,11552,19933
21145,19643,15340,22675,3855,4284,20386,11147,5231,1190,15287
20399,10435,1866,12570,1928,3620,18855,14137,19883,12161,19818
18072,6052,9144,13035,15936,22699,811,14505,17451,2904,8948
6462,21798,19148,155,16829,14661,6945,22039,5490,9823,8894
971,11283,16062,8949,4303,3210,699,12169,21691,12845,21654
10177,3269,5979,1210,19778,4041,18115,2604,22477,7817,4378
8002,18865,7181,10425,21268,15298,15503,12619,19852,1170,18221
14441,15547,13219,10142,19135,14172,11851,18532,21909,1059,6450
1627,9488,20788,1933,15325,2784,7438,12552,1798,8345,9411
510,7072,6656,3551,14640,5947,10131,6361,4660,12115,21754
3100,16194,22539,15559,22397,4002,11344,17510,15775,10223,1645
9131,1292,14850,7713,17503,19208,21942,16285,8244,3074,19529
8610,3416,8939,12850,2722,1271,3964,8351,19018,10328,6452
5446,11094,5872,3553,21761,11951,6645,351,1093,17194,16759
14215,11063,7037,5556,6239,20454,4229,6858,4225,4670,13875
20141,6065,18506,21764,17347,2097,12430,6577,7719,6878,13007
3463,5403,7725,20132,5908,8708,52,16053,19013,13116,4147
20737,8058,13605,15600,16564,13248,18055,6584,755,9097,9916
22862,23207,4834,5593,11546,12220,13740,1428,492,3293,16579
576,19367,12085,12571,17277,12869,15399,2542,20521,10003,15394
9455,19276,10132,17381,10878,19729,21573,20203,21558,15381,9785
19847,18592,14140,106,16445,17710,981,15597,10319,15510,6950
3823,8651,12707,12639,658,11233,16856,1148,13149,13305,20047
11530,1993,9993,14939,18412,4457,8803,15258,22304,1117,4356
3902,19349,4182,8112,10008,16838,11120,14876,21787,17033,13695
20764,18652,19181,2383,14045,6875,3470,19547,14254,20298,12668
5693,18876,2605,18380,14816,16092,15720,19807,3027,17132,9974
19433,1736,16876,9201,18911,2675,21545,12727,12541,13917,7289
4539,6552,12517,2248,4012,5536,15307,19070,7593,11491,20947
3495,12541,15292,9201,22435,5500,12727,12652,21545,16813,18689
13472,20179,5615,2920,12454,9631,1284,11648,15820,18312,20112
2683,705,4314,3227,17068,16269,15729,19564,6786,9888,3083
17628,15704,2967,13815,7046,831,16545,19632,18590,22354,22400
19998,8829,15558,12019,2072,3887,2573,15248,18610,148,22156
15813,22802,10708,10505,17753,6519,21820,14458,22138,9434,22429
10780,17025,2162,15980,21048,17102,15485,945,14651,1707,4015
5115,3416,17876,4103,2722,10822,19018,8939,10159,6452,3964
10319,19847,22256,18592,981,5100,16445,15597,6950,14140,2619
7036,20188,19747,21287,10564,20659,16063,2224,5489,11135,17207
8362,10481,16452,8181,4623,16311,4766,5166,2293,8326,2514
500,19830,21400,6054,4665,3632,6755,3723,15793,12883,58
7037,14215,12747,4229,20454,17177,13875,1122,5653,23092,5384
16538,1466,21801,19811,20338,6547,19532,9183,22390,4449,18241
3008,9092,15617,2288,8994,3342,5287,4971,15528,19278,13822
21408,16487,18683,17793,1169,13555,159,6266,1451,6403,3129
5260,1266,22024,21704,15389,16240,2261,9781,12556,17810,18231
13634,20254,8190,16666,15124,14013,15120,12390,9556,22857,17661
18042,17219,8266,5267,14631,12353,20919,9818,1184,2868,9225
6674,6025,11764,1151,22086,1357,22965,12063,17919,19079,14584
13472,10037,1939,7886,15005,12763,6075,11648,1284,8324,18312
10688,1686,3514,15528,8784,3342,2482,1051,5287,17623,19278
1288,16330,6007,13522,13737,7722,19096,7164,4776,4937,17100
23027,20148,18288,7327,14597,8414,2987,9952,4111,6141,17774
15072,12740,14172,21501,9056,9641,14441,15547,13219,18532,21909
7623,13313,20230,21079,9012,21331,5220,13405,17507,1723,8273
6965,702,22309,17328,6362,23071,12584,14314,11803,22676,60
17146,6017,6037,1488,9295,3605,10169,14002,10840,5632,22117
5018,22833,175,18569,5956,4997,9958,11813,7496,11278,12039
10142,16923,13219,278,1590,14172,12740,2654,20603,14441,20025
19562,7225,393,10499,18809,395,7609,8073,69,18131,22107
9629,16949,9717,2722,10328,8939,3964,8690,19080,3416,19018
17428,19276,17381,10132,21573,16954,13505,9785,10878,9455,4831
6741,4978,15568,21512,16108,12670,14572,19147,3986,16906,15706
22089,6239,5653,13534,21498,14215,4229,12747,7037,14908,21708
3788,10429,19636,485,18933,18670,359,19577,4906,21945,8396
2541,10106,20273,13339,6957,12857,13854,6677,22639,22130,9699
6756,20086,7479,12836,14618,15179,22285,10107,3736,16342,14973
8784,1686,8676,10569,1051,12667,20422,9676,5287,19278,3342
1707,16377,17025,14651,14369,4015,21048,1390,4307,15984,10780
